"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
3325,0,"Austria","femme",25,"universite","Not Employed","tres faible","grande ville",10,"marche","sans emploi",8
3326,0,"Greece","femme",27,"universite","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",10
3327,1,"Greece","femme",18,"secondaire","Not Employed","faible","petite-moyenne ville",15,"velo","sans emploi",4
3328,0,"Portugal","homme",42,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",7
3329,0,"Portugal","femme",37,"secondaire","Employed","sans reponse","aire metropolitaine",40,"vehicule individuel","employe",8
3330,0,"Ireland","femme",28,"universite","Employed","moyen","aire metropolitaine",60,"transport collectif","employe",7
3331,0,"Poland","homme",60,"secondaire","Employed","faible","petite-moyenne ville",70,"vehicule individuel","employe",7
3332,0,"Slovenia","femme",22,"secondaire","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",7
3333,0,"Finland","femme",32,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",1
3334,0,"Spain","femme",33,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
3335,0,"Spain","femme",58,"universite","Employed","moyen","zone rurale",20,"vehicule individuel","employe",8
3336,0,"Portugal","homme",26,"secondaire inferieur","Employed","faible","zone rurale",15,"vehicule individuel","employe",6
3337,0,"Greece","homme",42,"universite","Not Employed","faible","grande ville",75,"vehicule individuel","sans emploi",5
3338,0,"Finland","femme",31,"secondaire","Employed","faible","grande ville",15,"vehicule individuel","employe",7
3339,0,"Ireland","femme",30,"universite","Employed","moyen","aire metropolitaine",65,"transport collectif","employe",7
3340,0,"Finland","femme",58,"universite","Employed","moyen","petite-moyenne ville",60,"transport collectif","employe",8
3341,0,"Ireland","femme",33,"universite","Employed","faible","zone rurale",20,"vehicule individuel","employe",5
3342,0,"Portugal","femme",41,"universite","Employed","faible","zone rurale",30,"vehicule individuel","employe",10
3343,0,"Ireland","homme",28,"universite","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",7
3344,0,"Austria","homme",23,"universite","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",10
3345,0,"Greece","homme",26,"universite","Not Employed","faible","petite-moyenne ville",10,"marche","sans emploi",9
3346,0,"Portugal","femme",39,"secondaire","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",7
3347,0,"Ireland","femme",38,"universite","Employed","moyen","grande ville",30,"transport collectif","employe",7
3348,0,"Ireland","femme",42,"universite","Employed","eleve","zone rurale",45,"vehicule individuel","employe",5
3349,0,"Austria","homme",29,"premier cycle","Employed","moyen","zone rurale",10,"marche","employe",8
3350,0,"Portugal","femme",35,"secondaire","Employed","faible","zone rurale",20,"marche","employe",9
3351,0,"Portugal","femme",36,"universite","Employed","faible","aire metropolitaine",20,"vehicule individuel","employe",7
3352,0,"Portugal","femme",38,"universite","Employed","sans reponse","petite-moyenne ville",10,"transport collectif","employe",9
3353,0,"Ireland","femme",30,"universite","Not Employed","eleve","zone rurale",20,"vehicule individuel","sans emploi",7
3354,0,"Ireland","homme",55,"secondaire","Employed","faible","petite-moyenne ville",60,"vehicule individuel","employe",8
3355,1,"Finland","homme",27,"secondaire","Employed","moyen","petite-moyenne ville",15,"velo","employe",3
3356,0,"Netherlands","homme",31,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
3357,0,"Ireland","homme",28,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",4
3358,0,"Slovenia","femme",20,"secondaire","Not Employed","moyen","grande ville",20,"vehicule individuel","sans emploi",9
3359,0,"Romania","femme",34,"universite","Employed","moyen","petite-moyenne ville",15,"transport collectif","employe",8
3360,1,"Finland","homme",28,"universite","Employed","eleve","petite-moyenne ville",30,"velo","employe",7
3361,0,"Portugal","homme",27,"universite","Employed","faible","petite-moyenne ville",40,"vehicule individuel","employe",5
3362,1,"Ireland","femme",26,"universite","Employed","moyen","grande ville",80,"marche","employe",7
3363,1,"Ireland","homme",27,"universite","Employed","moyen","aire metropolitaine",45,"velo","employe",7
3364,0,"Austria","homme",34,"universite","Employed","tres eleve","aire metropolitaine",25,"vehicule individuel","employe",7
3365,1,"Great Britain","femme",50,"universite","Employed","moyen","grande ville",20,"velo","employe",9
3366,0,"Finland","homme",55,"universite","Employed","eleve","petite-moyenne ville",8,"vehicule individuel","employe",8
3367,0,"Austria","femme",34,"universite","Employed","faible","aire metropolitaine",30,"marche","employe",8
3368,0,"Ireland","homme",39,"universite","Employed","eleve","grande ville",40,"transport collectif","employe",7
3369,0,"Austria","homme",42,"premier cycle","Employed","faible","zone rurale",25,"vehicule individuel","employe",2
3370,1,"Finland","femme",54,"secondaire","Employed","moyen","petite-moyenne ville",20,"velo","employe",4
3371,0,"Spain","homme",64,"universite","Employed","tres faible","aire metropolitaine",150,"vehicule individuel","employe",8
3372,0,"Austria","homme",25,"secondaire","Not Employed","moyen","petite-moyenne ville",45,"transport collectif","sans emploi",7
3373,0,"Portugal","femme",38,"universite","Employed","moyen","grande ville",30,"vehicule individuel","employe",9
3374,0,"Finland","femme",41,"secondaire inferieur","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",4
3375,1,"Finland","femme",59,"secondaire inferieur","Employed","faible","petite-moyenne ville",20,"velo","employe",8
3376,0,"Finland","femme",21,"secondaire","Not Employed","moyen","zone rurale",60,"vehicule individuel","sans emploi",7
3377,0,"Ireland","femme",27,"universite","Employed","moyen","aire metropolitaine",30,"vehicule individuel","employe",5
3378,0,"Portugal","homme",26,"secondaire","Employed","tres faible","zone rurale",30,"vehicule individuel","employe",5
3379,0,"Denmark","femme",53,"premier cycle","Employed","moyen","petite-moyenne ville",40,"transport collectif","employe",2
3380,0,"Greece","femme",24,"secondaire","Not Employed","moyen","grande ville",40,"marche","sans emploi",10
3381,0,"Ireland","homme",40,"universite","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",5
3382,0,"Portugal","homme",21,"secondaire","Not Employed","moyen","grande ville",30,"vehicule individuel","sans emploi",7
3383,0,"Ireland","femme",31,"universite","Employed","moyen","grande ville",15,"transport collectif","employe",3
3384,0,"Ireland","femme",29,"universite","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",5
3385,0,"Greece","femme",51,"universite","Employed","moyen","grande ville",15,"vehicule individuel","employe",2
3386,0,"Finland","femme",30,"secondaire","Employed","faible","zone rurale",7,"vehicule individuel","employe",3
3387,0,"Portugal","homme",53,"secondaire","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",5
3388,0,"Portugal","femme",51,"universite","Not Employed","faible","petite-moyenne ville",10,"vehicule individuel","sans emploi",8
3389,0,"Great Britain","femme",45,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",7
3390,0,"Finland","femme",53,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",9
3391,0,"Portugal","femme",30,"secondaire","Not Employed","faible","aire metropolitaine",20,"vehicule individuel","sans emploi",8
3392,0,"Portugal","femme",54,"universite","Employed","faible","zone rurale",60,"transport collectif","employe",5
3393,0,"Finland","femme",33,"universite","Not Employed","moyen","petite-moyenne ville",40,"marche","sans emploi",8
3394,0,"Ireland","femme",24,"universite","Employed","tres faible","grande ville",30,"marche","employe",6
3395,0,"Slovenia","femme",34,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",8
3396,0,"Ireland","homme",27,"universite","Not Employed","moyen","aire metropolitaine",30,"transport collectif","sans emploi",9
3397,0,"Finland","homme",45,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",2
3398,0,"Portugal","homme",45,"universite","Employed","eleve","zone rurale",50,"vehicule individuel","employe",1
3399,0,"Ireland","homme",29,"universite","Employed","faible","aire metropolitaine",90,"vehicule individuel","employe",7
3400,0,"Portugal","femme",43,"secondaire","Employed","faible","grande ville",40,"transport collectif","employe",8
3401,0,"Ireland","homme",50,"secondaire inferieur","Employed","eleve","grande ville",90,"marche","employe",9
3402,1,"Slovenia","femme",34,"universite","Not Employed","tres faible","grande ville",55,"marche","sans emploi",9
3403,1,"Hungary","femme",38,"secondaire inferieur","Employed","moyen","grande ville",70,"velo","employe",10
3404,0,"Portugal","femme",28,"secondaire","Employed","faible","grande ville",45,"vehicule individuel","employe",8
3405,0,"Ireland","femme",60,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",5
3406,0,"Greece","femme",28,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
3407,0,"Portugal","femme",46,"secondaire inferieur","Not Employed","faible","grande ville",30,"marche","sans emploi",7
3408,0,"Italy","femme",26,"secondaire","Employed","faible","zone rurale",3,"vehicule individuel","employe",3
3409,0,"Finland","homme",37,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",8
3410,0,"Ireland","femme",48,"secondaire","Not Employed","faible","petite-moyenne ville",25,"vehicule individuel","sans emploi",7
3411,0,"Hungary","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",5
3412,0,"Great Britain","femme",47,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",2
3413,0,"Ireland","femme",29,"secondaire","Employed","faible","zone rurale",30,"vehicule individuel","employe",8
3414,1,"Hungary","femme",27,"secondaire","Not Employed","tres faible","zone rurale",255,"marche","sans emploi",10
3415,0,"Ireland","femme",55,"secondaire","Employed","faible","aire metropolitaine",40,"transport collectif","employe",8
3416,0,"Ireland","homme",49,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",9
3417,0,"Poland","homme",37,"universite","Employed","eleve","aire metropolitaine",30,"vehicule individuel","employe",9
3418,0,"Slovenia","femme",35,"universite","Not Employed","moyen","grande ville",60,"marche","sans emploi",10
3419,0,"Greece","homme",20,"secondaire","Employed","eleve","grande ville",4,"vehicule individuel","employe",9
3420,0,"Slovenia","homme",28,"secondaire","Not Employed","faible","grande ville",45,"marche","sans emploi",6
3421,0,"Ireland","femme",36,"universite","Employed","moyen","aire metropolitaine",35,"transport collectif","employe",8
3422,0,"France","femme",37,"secondaire","Not Employed","tres faible","zone rurale",15,"marche","sans emploi",7
3423,0,"Greece","homme",20,"secondaire","Not Employed","sans reponse","grande ville",15,"vehicule individuel","sans emploi",6
3424,1,"Slovenia","homme",48,"universite","Not Employed","moyen","grande ville",30,"velo","sans emploi",5
3425,1,"Austria","homme",32,"secondaire inferieur","Employed","eleve","grande ville",10,"velo","employe",9
3426,0,"Finland","femme",33,"universite","Employed","sans reponse","petite-moyenne ville",10,"vehicule individuel","employe",7
3427,0,"Poland","femme",29,"universite","Employed","moyen","grande ville",60,"marche","employe",8
3428,0,"Ireland","homme",47,"universite","Not Employed","faible","zone rurale",60,"vehicule individuel","sans emploi",9
3429,0,"Ireland","homme",35,"universite","Employed","tres eleve","aire metropolitaine",20,"transport collectif","employe",7
3430,0,"Ireland","homme",41,"universite","Employed","faible","zone rurale",45,"vehicule individuel","employe",6
3431,0,"Greece","femme",28,"universite","Not Employed","faible","grande ville",30,"transport collectif","sans emploi",10
3432,0,"Portugal","homme",51,"universite","Not Employed","tres faible","petite-moyenne ville",80,"marche","sans emploi",7
3433,0,"Austria","homme",16,"secondaire","Not Employed","moyen","petite-moyenne ville",5,"marche","sans emploi",4
3434,0,"Ireland","femme",41,"universite","Employed","moyen","aire metropolitaine",60,"marche","employe",8
3435,0,"Slovenia","homme",53,"secondaire","Employed","faible","zone rurale",20,"vehicule individuel","employe",8
3436,1,"Finland","homme",36,"secondaire","Employed","tres faible","petite-moyenne ville",30,"marche","employe",5
3437,0,"Portugal","homme",37,"universite","Employed","moyen","petite-moyenne ville",25,"marche","employe",9
3438,0,"Croatia","homme",23,"secondaire","Not Employed","eleve","grande ville",30,"vehicule individuel","sans emploi",5
3439,0,"Portugal","femme",24,"universite","Employed","faible","petite-moyenne ville",60,"vehicule individuel","employe",8
3440,0,"Ireland","homme",32,"universite","Employed","moyen","grande ville",87,"marche","employe",7
3441,0,"Ireland","homme",28,"secondaire","Employed","eleve","aire metropolitaine",120,"vehicule individuel","employe",7
3442,0,"Croatia","femme",31,"universite","Employed","moyen","petite-moyenne ville",130,"transport collectif","employe",10
3443,0,"Austria","homme",35,"secondaire","Employed","moyen","zone rurale",90,"marche","employe",6
3444,0,"France","femme",37,"secondaire inferieur","Employed","moyen","petite-moyenne ville",5,"vehicule individuel","employe",7
3445,0,"Ireland","femme",27,"secondaire inferieur","Not Employed","sans reponse","aire metropolitaine",30,"marche","sans emploi",7
3446,1,"Croatia","femme",39,"universite","Employed","moyen","zone rurale",7,"velo","employe",9
3447,0,"Croatia","homme",24,"secondaire","Employed","tres faible","zone rurale",15,"vehicule individuel","employe",3
